design_name,design_id,num_ips,lut_util_pct,ff_util_pct,slice_util_pct,bram_util_pct,dsp_util_pct,io_util_pct,synth_lut_util_pct,synth_ff_util_pct,synth_bram_util_pct,synth_dsp_util_pct,wns_ns,tns_ns,failing_endpoints,total_endpoints,logic_levels,max_logic_levels,data_path_delay_ns,clk_period_ns,congestion_north_pct,congestion_south_pct,congestion_east_pct,congestion_west_pct,congestion_max_pct,has_congestion_hotspot,synth_elapsed_s,opt_elapsed_s,place_elapsed_s,route_elapsed_s,impl_elapsed_s,total_elapsed_s
design_7528,7528,23,20.85,14.1,32.86,6.3,6.89,42.2,,,,,-0.061,-0.061,1,110536,0,18,0.865,8.333,59.4595,60.3604,72.0588,72.0588,72.0588,False,27.0,36.0,111.0,93.0,240.0,267.0
design_7529,7529,2,1.79,1.45,3.51,0.0,0.0,4.0,,,,,1.013,0.0,0,8282,0,12,6.323,8.333,,,,,,,27.0,96.0,13.0,48.0,157.0,184.0
design_7530,7530,14,11.78,7.84,18.9,28.77,6.89,36.4,,,,,-0.127,-0.47,4,62904,8,11,7.715,8.333,91.8919,59.4595,76.4706,67.6471,91.8919,True,26.0,41.0,74.0,93.0,208.0,234.0
design_7531,7531,5,7.3,5.76,10.79,0.0,2.3,36.2,,,,,0.975,0.0,0,24506,6,15,7.204,8.333,,,,,,,27.0,101.0,35.0,59.0,195.0,222.0
design_7532,7532,20,13.67,9.16,19.93,0.0,5.27,15.8,,,,,0.265,0.0,0,57294,0,20,7.385,8.333,,,,,,,25.0,35.0,70.0,82.0,187.0,212.0
design_7533,7533,8,6.38,4.13,10.33,0.0,3.92,8.2,,,,,0.712,0.0,0,25089,7,10,7.151,8.333,,,,,,,27.0,20.0,33.0,56.0,109.0,136.0
design_7534,7534,17,11.49,7.75,16.08,0.0,2.3,66.0,,,,,0.329,0.0,0,54868,4,24,7.377,8.333,,,,,,,24.0,22.0,59.0,64.0,145.0,169.0
design_7535,7535,29,52.33,29.16,77.35,0.0,14.86,47.6,,,,,-161.657,-229122.984,39212,183761,487,21,169.663,8.333,87.3874,83.7838,94.1176,94.8529,94.8529,True,23.0,56.0,185.0,285.0,526.0,549.0
design_7536,7536,6,2.37,1.41,3.88,1.64,1.49,16.0,,,,,0.034,0.0,0,9668,11,31,7.272,8.333,,,,,,,24.0,12.0,18.0,64.0,94.0,118.0
design_7537,7537,18,23.32,11.81,37.78,0.0,6.35,50.0,,,,,-167.659,-44534.324,10753,78236,461,19,175.042,8.333,64.8649,56.7568,76.4706,69.1176,76.4706,False,25.0,32.0,95.0,105.0,232.0,257.0
design_7538,7538,4,3.44,2.28,5.27,0.0,4.05,41.4,,,,,1.492,0.0,0,12664,4,13,6.67,8.333,,,,,,,25.0,15.0,17.0,46.0,78.0,103.0
design_7539,7539,12,9.59,6.2,15.47,3.56,3.38,13.4,,,,,-0.289,-0.831,6,38933,8,16,8.521,8.333,76.5766,68.4685,80.8824,85.2941,85.2941,True,26.0,23.0,70.0,85.0,178.0,204.0
design_7540,7540,26,21.61,13.11,32.53,3.56,2.3,58.2,,,,,-1.159,-1.159,1,100775,0,26,1.981,8.333,68.4685,70.2703,83.8235,73.5294,83.8235,False,23.0,25.0,84.0,67.0,176.0,199.0
design_7541,7541,13,28.99,20.81,47.3,0.0,12.97,29.0,,,,,-2.266,-797.7,3320,273083,15,16,10.522,8.333,94.1441,88.5135,89.7978,93.0607,94.1441,True,27.0,46.0,192.0,403.0,641.0,668.0
design_7542,7542,4,3.83,2.07,5.96,0.55,0.0,16.2,,,,,0.602,0.0,0,22610,3,8,7.114,8.333,,,,,,,25.0,14.0,25.0,59.0,98.0,123.0
design_7543,7543,28,41.65,29.98,67.81,0.0,17.43,56.0,,,,,-0.37,-99.367,1251,323899,6,18,8.032,8.333,88.6261,88.2883,91.636,86.8566,91.636,True,20.0,40.0,187.0,703.0,930.0,950.0
design_7544,7544,7,2.01,1.09,3.01,0.55,0.0,39.2,,,,,1.589,0.0,0,6487,2,12,6.042,8.333,,,,,,,26.0,10.0,11.0,54.0,75.0,101.0
design_7545,7545,22,13.91,10.94,22.73,34.25,9.46,39.4,,,,,0.228,0.0,0,87895,0,16,7.416,8.333,,,,,,,21.0,34.0,87.0,74.0,195.0,216.0
design_7546,7546,5,3.72,2.64,5.87,2.74,2.16,2.2,,,,,1.504,0.0,0,14128,7,7,6.833,8.333,,,,,,,25.0,16.0,19.0,47.0,82.0,107.0
design_7547,7547,14,15.86,12.91,30.25,32.33,8.24,30.0,,,,,0.309,0.0,0,113130,6,18,7.425,8.333,,,,,,,24.0,40.0,90.0,92.0,222.0,246.0
design_7548,7548,15,9.86,6.29,16.68,0.0,4.46,24.6,,,,,0.677,0.0,0,38336,16,16,7.646,8.333,,,,,,,24.0,92.0,48.0,64.0,204.0,228.0
design_7549,7549,28,85.0,43.56,97.94,49.04,22.43,31.6,,,,,-9.3,-191310.344,72946,295073,21,25,17.037,8.333,92.5394,91.1562,91.1304,93.4627,93.4627,True,28.0,81.0,365.0,1165.0,1611.0,1639.0
design_7550,7550,3,1.61,1.43,2.48,0.0,0.0,63.4,,,,,1.938,0.0,0,4624,14,16,6.357,8.333,,,,,,,25.0,9.0,10.0,41.0,60.0,85.0
design_7551,7551,28,58.37,41.31,91.47,20.82,22.57,60.0,,,,,-8.106,-160795.359,73180,286568,21,21,15.907,8.333,88.2883,86.4865,87.4311,89.9816,89.9816,True,27.0,64.0,252.0,496.0,812.0,839.0
design_7552,7552,14,20.08,14.91,30.37,9.04,5.68,54.2,,,,,0.148,0.0,0,124627,9,21,8.108,8.333,,,,,,,21.0,28.0,91.0,114.0,233.0,254.0
design_7553,7553,20,40.53,19.83,58.64,0.0,7.7,32.0,,,,,-4.484,-28692.875,28803,135292,14,15,12.43,8.333,91.8919,97.2973,95.5882,92.6471,97.2973,True,25.0,40.0,150.0,137.0,327.0,352.0
design_7554,7554,14,27.54,16.03,43.41,0.0,4.86,59.8,,,,,-2.811,-12974.459,12681,107614,0,28,10.509,8.333,84.6847,74.7748,85.2941,79.4118,85.2941,True,23.0,31.0,111.0,108.0,250.0,273.0
design_7555,7555,28,29.09,17.91,46.27,8.49,12.57,57.2,,,,,-158.678,-47256.977,9956,111903,299,17,166.621,8.333,87.3874,79.2793,86.7647,76.4706,87.3874,True,22.0,33.0,118.0,427.0,578.0,600.0
design_7556,7556,9,5.11,2.65,8.49,0.82,0.95,40.6,,,,,-3.412,-277.735,460,16272,18,18,11.276,8.333,54.955,60.3604,72.0588,66.1765,72.0588,False,25.0,15.0,43.0,58.0,116.0,141.0
design_7557,7557,5,6.84,3.8,10.9,1.92,0.41,25.0,,,,,0.209,0.0,0,39171,6,12,7.627,8.333,,,,,,,25.0,14.0,57.0,67.0,138.0,163.0
design_7558,7558,5,2.97,2.5,6.11,1.37,1.22,6.6,,,,,0.418,0.0,0,16890,15,16,7.864,8.333,,,,,,,25.0,14.0,18.0,47.0,79.0,104.0
design_7559,7559,6,4.94,4.69,9.13,3.29,3.65,66.2,,,,,1.003,0.0,0,31687,1,12,7.414,8.333,,,,,,,25.0,92.0,30.0,53.0,175.0,200.0
design_7560,7560,7,7.88,5.56,13.38,0.0,4.86,5.2,,,,,-0.324,-18.029,289,42649,10,14,8.495,8.333,73.8739,74.7748,77.9412,76.4706,77.9412,False,23.0,20.0,57.0,96.0,173.0,196.0
design_7561,7561,30,58.54,38.42,86.37,0.0,26.89,58.2,,,,,-1.11,-4129.026,6748,296561,0,25,8.672,8.333,73.8739,72.973,85.2941,88.2353,88.2353,True,22.0,73.0,230.0,216.0,519.0,541.0
design_7562,7562,13,8.94,5.43,14.39,3.56,2.16,49.6,,,,,-0.338,-7.458,65,39133,11,12,8.198,8.333,61.2613,57.6577,69.1176,64.7059,69.1176,False,26.0,22.0,45.0,62.0,129.0,155.0
design_7563,7563,9,1.14,0.57,1.76,0.0,0.14,21.4,,,,,0.491,0.0,0,5594,6,9,7.239,8.333,,,,,,,24.0,8.0,11.0,43.0,62.0,86.0
design_7564,7564,8,13.14,8.11,22.5,4.66,2.16,22.2,,,,,-2.686,-1448.833,1511,54813,14,15,10.528,8.333,63.0631,54.955,73.5294,73.5294,73.5294,False,23.0,16.0,58.0,72.0,146.0,169.0
design_7565,7565,2,1.23,1.14,2.28,0.0,0.0,3.8,,,,,1.675,0.0,0,6074,6,7,6.511,8.333,,,,,,,26.0,90.0,10.0,42.0,142.0,168.0
design_7566,7566,8,5.72,2.9,8.34,4.38,2.84,28.0,,,,,0.216,0.0,0,19125,9,14,7.481,8.333,,,,,,,22.0,15.0,30.0,78.0,123.0,145.0
design_7567,7567,10,9.86,5.27,12.99,0.55,1.22,48.0,,,,,0.212,0.0,0,31852,6,20,7.683,8.333,,,,,,,21.0,12.0,36.0,52.0,100.0,121.0
design_7568,7568,19,31.68,18.68,50.23,0.0,9.32,57.4,,,,,-1.926,-202.985,496,165907,9,14,10.048,8.333,81.0811,67.5676,92.6471,76.4706,92.6471,True,19.0,34.0,118.0,139.0,291.0,310.0
design_7569,7569,28,44.05,28.68,68.93,22.74,15.0,64.0,,,,,-0.061,-0.061,1,255568,7,18,7.993,8.333,87.3874,75.6757,89.7059,97.0588,97.0588,True,21.0,48.0,180.0,185.0,413.0,434.0
design_7570,7570,26,26.17,19.76,40.2,16.16,21.22,73.0,,,,,-0.256,-2.473,48,151419,0,10,1.06,8.333,88.7387,87.3874,86.489,86.0294,88.7387,True,21.0,36.0,107.0,131.0,274.0,295.0
design_7571,7571,20,24.13,15.62,39.9,0.0,0.41,17.2,,,,,-1.568,-72.251,133,183439,10,13,9.744,8.333,79.2793,65.7658,85.2941,85.2941,85.2941,True,19.0,27.0,106.0,106.0,239.0,258.0
design_7572,7572,13,11.56,6.68,18.97,3.56,2.3,72.2,,,,,-5.347,-1681.849,1464,50491,22,23,12.93,8.333,55.8559,53.1532,75.0,69.1176,75.0,False,21.0,16.0,50.0,53.0,119.0,140.0
design_7573,7573,6,8.81,2.73,11.83,0.0,0.0,11.0,,,,,-154.279,-7197.976,1372,19482,507,9,161.835,8.333,56.7568,69.3694,73.5294,57.3529,73.5294,False,24.0,15.0,48.0,72.0,135.0,159.0
design_7574,7574,5,15.43,11.42,21.32,10.96,10.95,52.8,,,,,0.251,0.0,0,83355,0,18,7.396,8.333,,,,,,,23.0,24.0,80.0,95.0,199.0,222.0
design_7575,7575,19,52.91,31.4,76.41,0.0,6.89,43.8,,,,,-1.064,-1534.983,7329,390501,12,19,9.32,8.333,96.8468,85.3604,87.1094,90.625,96.8468,True,20.0,41.0,240.0,327.0,608.0,628.0
design_7576,7576,12,9.97,5.97,13.04,7.4,4.32,55.8,,,,,0.746,0.0,0,31227,8,14,6.742,8.333,,,,,,,20.0,17.0,32.0,49.0,98.0,118.0
design_7577,7577,18,16.34,11.93,22.99,0.0,2.16,33.6,,,,,-0.5,-11.227,64,92702,8,16,8.361,8.333,68.4685,65.7658,83.8235,75.0,83.8235,False,20.0,19.0,72.0,73.0,164.0,184.0
design_7578,7578,30,34.24,20.71,54.12,0.0,16.35,80.0,,,,,-7.149,-19662.266,12264,147773,22,24,15.04,8.333,68.4685,67.5676,77.9412,79.4118,79.4118,False,23.0,37.0,136.0,93.0,266.0,289.0
design_7579,7579,27,31.5,19.33,48.74,0.0,6.08,67.6,,,,,-0.199,-5.5,38,174468,8,14,8.059,8.333,70.2703,71.1712,88.2353,98.5294,98.5294,True,34.0,62.0,222.0,215.0,499.0,533.0
design_7580,7580,28,57.19,33.91,82.02,0.0,8.92,42.6,,,,,-48.487,-259150.141,52568,210073,88,88,56.533,8.333,92.7928,97.2973,87.5,92.6471,97.2973,True,48.0,94.0,369.0,324.0,787.0,835.0
design_7581,7581,28,60.89,36.79,94.04,0.0,6.76,48.6,,,,,-59.294,-514831.094,91542,254185,183,22,67.276,8.333,87.1622,93.2432,88.9706,90.2574,93.2432,True,59.0,97.0,413.0,603.0,1113.0,1172.0
design_7582,7582,30,46.71,30.56,72.35,58.08,23.65,40.4,,,,,-36.143,-52673.582,18474,276443,23,23,42.492,8.333,78.3784,90.0901,92.6471,83.8235,92.6471,True,38.0,116.0,379.0,503.0,998.0,1036.0
design_7583,7583,24,26.34,17.96,43.35,0.0,14.46,52.8,,,,,-2.99,-3429.991,4054,125461,15,17,10.645,8.333,62.1622,66.6667,88.2353,79.4118,88.2353,True,35.0,154.0,188.0,206.0,548.0,583.0
design_7584,7584,21,28.08,14.36,42.73,52.88,3.65,43.0,,,,,-4.13,-20479.801,17385,113429,1,16,12.212,8.333,87.3874,72.973,75.0,83.8235,87.3874,True,37.0,75.0,185.0,259.0,519.0,556.0
design_7585,7585,21,33.67,19.69,53.52,26.03,15.68,35.8,,,,,-2.639,-3130.269,2900,129770,14,18,10.518,8.333,81.982,88.2883,82.3529,91.1765,91.1765,True,39.0,78.0,238.0,226.0,542.0,581.0
design_7586,7586,27,69.7,41.51,95.3,23.29,21.89,48.2,,,,,-8.613,-194160.375,82606,290624,21,21,16.48,8.333,88.6824,85.4167,87.3851,85.0183,88.6824,True,57.0,110.0,528.0,974.0,1612.0,1669.0
design_7587,7587,21,15.35,10.6,26.36,0.0,15.54,33.0,,,,,-0.521,-53.157,167,87474,7,19,8.259,8.333,68.4685,62.1622,72.0588,75.0,75.0,False,32.0,40.0,113.0,168.0,321.0,353.0
design_7588,7588,27,44.49,33.79,69.17,0.0,25.0,92.8,,,,,-1.026,-235.889,2978,277170,0,26,1.876,8.333,86.4865,80.1802,92.6471,89.7059,92.6471,True,36.0,86.0,327.0,273.0,686.0,722.0
design_7589,7589,24,27.63,17.4,35.93,0.0,13.92,40.4,,,,,-55.023,-94294.406,20952,135538,192,100,62.876,8.333,91.8919,75.6757,86.2132,88.2353,91.8919,True,34.0,45.0,162.0,210.0,417.0,451.0
design_7590,7590,25,37.87,23.38,54.72,4.93,1.08,48.2,,,,,-73.384,-75357.852,29029,224788,258,19,81.207,8.333,92.7928,79.2793,88.2353,83.8235,92.7928,True,36.0,51.0,291.0,286.0,628.0,664.0
design_7591,7591,23,60.23,41.79,88.92,0.0,22.57,58.0,,,,,-0.762,-984.66,5985,469252,10,18,9.004,8.333,95.045,92.9054,89.1487,86.0737,95.045,True,36.0,98.0,513.0,5752.0,6363.0,6399.0
design_7592,7592,22,36.89,20.45,57.81,0.0,10.27,94.2,,,,,-5.86,-27186.279,19893,162463,16,21,13.718,8.333,89.1892,84.6847,85.9375,91.1765,91.1765,True,38.0,85.0,263.0,299.0,647.0,685.0
design_7593,7593,22,16.65,9.68,26.22,0.0,3.51,73.0,,,,,-2.497,-682.857,958,72528,14,17,10.05,8.333,73.8739,63.964,88.2353,67.6471,88.2353,True,34.0,31.0,114.0,125.0,270.0,304.0
design_7594,7594,22,24.95,15.07,36.97,6.85,6.08,27.2,,,,,-0.277,-0.325,3,140800,0,19,1.078,8.333,68.4685,64.8649,77.9412,85.2941,85.2941,True,33.0,50.0,145.0,136.0,331.0,364.0
design_7595,7595,21,64.46,44.65,91.31,0.0,4.73,72.0,,,,,-3.022,-40210.344,47205,647797,16,17,10.569,8.333,91.5083,93.9752,85.8412,90.6652,93.9752,True,34.0,123.0,662.0,920.0,1705.0,1739.0
design_7596,7596,24,28.51,14.52,43.18,0.0,11.49,45.0,,,,,-89.443,-67390.828,15224,106256,312,16,97.373,8.333,58.5586,60.3604,72.0588,82.3529,82.3529,False,40.0,56.0,190.0,276.0,522.0,562.0
design_7597,7597,26,43.99,24.93,61.51,20.27,11.89,52.8,,,,,-0.299,-114.146,1163,195610,0,29,1.105,8.333,90.3153,76.5766,93.0147,87.7757,93.0147,True,34.0,72.0,280.0,342.0,694.0,728.0
design_7598,7598,24,53.04,36.28,81.4,0.0,10.54,80.6,,,,,-4.577,-29697.639,28031,429150,18,18,12.455,8.333,89.1892,85.5856,88.9706,95.5882,95.5882,True,34.0,100.0,460.0,348.0,908.0,942.0
design_7599,7599,24,31.76,23.13,50.39,20.27,20.27,68.6,,,,,-60.191,-93017.0,24250,204561,197,14,68.174,8.333,91.8919,81.0811,86.7647,94.1176,94.1176,True,35.0,56.0,226.0,298.0,580.0,615.0
design_7600,7600,27,24.78,13.78,36.37,3.84,5.54,31.2,,,,,-121.923,-151844.766,23177,98438,400,23,129.889,8.333,88.2883,89.1892,83.8235,80.8824,89.1892,True,46.0,54.0,164.0,152.0,370.0,416.0
design_7601,7601,28,42.49,26.49,62.23,0.0,24.19,21.0,,,,,-3.298,-8360.448,8403,196437,15,31,11.542,8.333,92.7928,78.3784,86.7647,88.6029,92.7928,True,43.0,84.0,332.0,364.0,780.0,823.0
design_7602,7602,23,85.4,35.02,97.63,19.45,12.3,18.6,,,,,-9.448,-212244.828,73311,225929,2,26,17.896,8.333,86.951,87.9082,93.8878,86.8661,93.8878,True,57.0,108.0,539.0,3411.0,4058.0,4115.0
design_7603,7603,24,14.24,7.19,22.05,0.55,1.76,91.2,,,,,-127.879,-28809.113,2440,72118,417,10,136.291,8.333,48.6486,67.5676,57.3529,55.8824,67.5676,False,33.0,29.0,97.0,118.0,244.0,277.0
design_7604,7604,27,30.9,25.6,46.62,73.7,34.32,29.0,,,,,0.223,0.0,0,203843,7,21,7.432,8.333,,,,,,,39.0,112.0,272.0,247.0,631.0,670.0
design_7605,7605,26,21.64,12.06,34.67,0.0,4.73,49.4,,,,,-117.223,-28181.523,3521,114585,312,14,125.322,8.333,61.2613,72.0721,70.5882,79.4118,79.4118,False,33.0,44.0,143.0,228.0,415.0,448.0
design_7606,7606,25,47.55,21.99,68.53,7.95,11.22,58.8,,,,,-6.202,-98154.016,49604,162203,17,17,13.894,8.333,88.2883,88.2883,88.2353,88.2353,88.2883,True,41.0,78.0,328.0,324.0,730.0,771.0
design_7607,7607,30,64.77,40.52,93.76,26.03,23.11,22.0,,,,,-5.995,-51797.492,34962,282100,18,19,13.641,8.333,90.0901,95.4955,92.6471,91.8199,95.4955,True,49.0,103.0,462.0,485.0,1050.0,1099.0
design_7608,7608,21,24.61,14.21,39.46,0.0,4.19,33.8,,,,,-1.691,-73.143,199,121416,7,32,9.894,8.333,71.1712,69.3694,82.3529,80.8824,82.3529,False,33.0,45.0,160.0,168.0,373.0,406.0
design_7609,7609,23,40.63,25.04,60.01,0.0,8.38,63.0,,,,,-0.37,-15.692,129,212862,10,19,8.468,8.333,94.5946,81.982,88.2353,88.9706,94.5946,True,34.0,77.0,313.0,362.0,752.0,786.0
design_7610,7610,22,10.59,6.77,14.65,6.03,4.32,51.6,,,,,1.013,0.0,0,35433,7,15,7.276,8.333,,,,,,,36.0,40.0,51.0,76.0,167.0,203.0
design_7611,7611,23,63.4,45.54,92.65,0.0,18.51,45.6,,,,,-5.413,-26249.289,27510,519181,20,21,13.003,8.333,85.9516,93.018,89.568,90.4986,93.018,True,33.0,128.0,586.0,675.0,1389.0,1422.0
design_7612,7612,25,54.2,35.31,86.81,0.0,15.41,62.2,,,,,-8.93,-187139.625,69536,245805,23,23,16.785,8.333,86.036,94.2004,90.4412,89.503,94.2004,True,50.0,92.0,399.0,1628.0,2119.0,2169.0
design_7613,7613,28,16.02,11.25,27.76,3.84,8.78,59.6,,,,,-0.484,-3.823,52,92470,0,19,1.415,8.333,65.7658,67.5676,79.4118,76.4706,79.4118,False,35.0,50.0,124.0,150.0,324.0,359.0
design_7614,7614,23,42.28,23.34,62.97,0.0,5.81,94.0,,,,,-100.63,-237872.656,47825,159714,205,23,108.207,8.333,76.5766,83.7838,75.0,88.2353,88.2353,True,42.0,57.0,273.0,328.0,658.0,700.0
design_7615,7615,27,46.8,29.35,71.19,29.32,20.0,44.0,,,,,-88.152,-69345.25,20297,246441,248,16,95.817,8.333,85.3604,85.3604,83.8235,87.7757,87.7757,True,34.0,100.0,332.0,377.0,809.0,843.0
design_7616,7616,22,26.78,14.91,38.55,6.03,5.0,75.6,,,,,-14.822,-29453.887,9380,89587,64,66,22.832,8.333,68.4685,75.6757,73.5294,70.5882,75.6757,False,35.0,45.0,156.0,155.0,356.0,391.0
design_7617,7617,23,35.2,21.97,52.98,9.59,8.51,31.4,,,,,-5.323,-16457.025,10797,185274,20,20,12.938,8.333,65.7658,65.7658,86.7647,83.8235,86.7647,True,33.0,51.0,256.0,201.0,508.0,541.0
design_7618,7618,25,16.14,9.45,22.38,3.29,3.24,40.4,,,,,-1.006,-8.943,35,50020,0,17,1.918,8.333,78.3784,66.6667,76.4706,70.5882,78.3784,False,34.0,28.0,95.0,117.0,240.0,274.0
design_7619,7619,27,47.92,32.63,74.45,0.0,13.11,49.8,,,,,-4.396,-3810.436,4301,335789,17,22,12.339,8.333,74.7748,85.5856,82.3529,85.6618,85.6618,True,37.0,85.0,386.0,275.0,746.0,783.0
design_7620,7620,22,23.69,17.74,33.2,0.0,19.05,40.8,,,,,0.47,0.0,0,102016,7,23,7.142,8.333,,,,,,,37.0,62.0,146.0,163.0,371.0,408.0
design_7621,7621,27,54.9,30.54,86.11,13.15,25.95,34.2,,,,,-180.041,-420313.75,79557,217444,594,460,187.695,8.333,92.3423,89.1892,92.6471,95.9559,95.9559,True,49.0,114.0,368.0,445.0,927.0,976.0
design_7622,7622,27,27.09,16.18,34.49,0.0,6.49,63.8,,,,,0.408,0.0,0,108783,10,17,7.573,8.333,,,,,,,35.0,61.0,159.0,137.0,357.0,392.0
design_7623,7623,22,13.09,7.81,17.6,2.19,2.7,80.4,,,,,-3.007,-11436.161,6462,53011,64,64,10.967,8.333,70.2703,60.3604,76.4706,66.1765,76.4706,False,34.0,32.0,102.0,89.0,223.0,257.0
design_7624,7624,21,21.92,14.21,35.8,0.0,1.22,44.4,,,,,-29.375,-52992.312,13264,129415,54,55,37.288,8.333,57.6577,70.2703,60.2941,67.6471,70.2703,False,37.0,43.0,169.0,138.0,350.0,387.0
design_7625,7625,27,57.26,33.07,80.29,0.0,14.86,27.2,,,,,-0.755,-2530.614,7049,321356,11,23,8.711,8.333,85.5856,82.8829,87.8676,86.3971,87.8676,True,41.0,100.0,618.0,389.0,1107.0,1148.0
design_7626,7626,24,18.06,12.76,26.91,6.3,10.95,22.8,,,,,0.122,0.0,0,82151,0,25,7.535,8.333,,,,,,,36.0,46.0,123.0,168.0,337.0,373.0
design_7627,7627,27,43.2,25.3,63.94,0.0,15.14,76.6,,,,,-6.122,-50548.52,27825,175543,22,22,13.779,8.333,81.982,90.0901,94.1176,91.1765,94.1176,True,49.0,61.0,331.0,421.0,813.0,862.0
design_7628,7628,30,44.76,36.12,77.14,0.0,20.0,42.8,,,,,0.289,0.0,0,331722,1,14,8.073,8.333,,,,,,,38.0,96.0,354.0,361.0,811.0,849.0
design_7629,7629,23,29.49,19.33,46.69,0.0,5.14,33.8,,,,,-3.356,-8810.877,8032,136175,0,19,10.139,8.333,61.2613,66.6667,72.0588,82.3529,82.3529,False,42.0,80.0,227.0,211.0,518.0,560.0
design_7630,7630,30,43.2,28.19,62.57,12.05,9.46,80.2,,,,,-1.748,-2166.873,5182,287512,12,21,9.944,8.333,89.5833,93.6937,86.0294,86.9485,93.6937,True,38.0,82.0,349.0,362.0,793.0,831.0
design_7631,7631,23,40.77,27.63,63.13,11.78,13.11,91.2,,,,,-1.244,-166.956,956,290847,6,16,8.982,8.333,90.991,77.4775,92.6471,89.7059,92.6471,True,37.0,78.0,325.0,284.0,687.0,724.0
design_7632,7632,22,39.98,21.14,58.54,0.0,5.41,49.0,,,,,-134.467,-41040.285,15302,203110,434,18,142.472,8.333,72.0721,64.8649,85.2941,75.0,85.2941,True,35.0,69.0,289.0,290.0,648.0,683.0
design_7633,7633,25,44.67,34.47,75.2,0.0,1.35,64.0,,,,,-3.467,-16669.172,22049,403005,6,14,10.839,8.333,91.7793,87.3029,87.9136,96.3349,96.3349,True,37.0,87.0,391.0,867.0,1345.0,1382.0
design_7634,7634,21,28.65,17.07,44.91,17.81,6.08,80.4,,,,,-1.573,-1790.841,3334,158978,10,23,9.585,8.333,80.1802,69.3694,88.2353,75.0,88.2353,True,36.0,65.0,209.0,232.0,506.0,542.0
design_7635,7635,21,19.83,12.6,34.67,0.0,6.62,65.6,,,,,-2.218,-982.35,1211,101188,14,22,10.471,8.333,68.4685,66.6667,89.7059,83.8235,89.7059,True,35.0,47.0,158.0,131.0,336.0,371.0
design_7636,7636,28,39.41,26.63,54.44,0.0,29.86,53.6,,,,,-119.893,-207571.703,32121,194245,276,16,127.927,8.333,88.0631,89.1892,90.625,93.1985,93.1985,True,42.0,98.0,293.0,618.0,1009.0,1051.0
design_7637,7637,30,38.87,23.08,61.54,0.0,10.27,66.8,,,,,-6.247,-29766.846,17293,166530,0,22,13.929,8.333,75.6757,79.2793,76.4706,82.3529,82.3529,False,42.0,70.0,275.0,223.0,568.0,610.0
design_7638,7638,21,22.95,13.39,36.54,0.0,9.19,15.0,,,,,-165.737,-64777.996,9923,89623,612,16,173.739,8.333,61.2613,69.3694,77.9412,70.5882,77.9412,False,39.0,55.0,170.0,161.0,386.0,425.0
design_7639,7639,22,23.22,14.67,29.75,0.0,9.73,26.4,,,,,0.251,0.0,0,96213,0,25,6.943,8.333,,,,,,,35.0,49.0,160.0,160.0,369.0,404.0
design_7640,7640,25,17.43,11.51,28.83,9.59,10.68,77.2,,,,,-0.164,-0.164,1,99145,0,17,0.967,8.333,57.6577,58.5586,75.0,72.0588,75.0,False,36.0,37.0,134.0,124.0,295.0,331.0
design_7641,7641,25,52.77,29.58,80.14,17.26,8.38,49.2,,,,,-7.542,-127800.461,52789,198294,22,22,15.281,8.333,90.991,90.1464,92.6471,92.1875,92.6471,True,48.0,85.0,382.0,1302.0,1769.0,1817.0
design_7642,7642,21,34.59,18.9,48.81,43.56,8.24,61.8,,,,,-4.248,-7751.793,5703,123244,16,18,11.964,8.333,74.7748,67.5676,82.3529,83.8235,83.8235,False,40.0,85.0,237.0,278.0,600.0,640.0
design_7643,7643,25,62.38,38.17,88.01,0.0,3.24,49.8,,,,,-29.688,-161963.531,76588,500714,81,81,37.763,8.333,85.0225,86.036,86.0064,89.2463,89.2463,True,37.0,96.0,539.0,457.0,1092.0,1129.0
design_7644,7644,24,22.08,18.74,36.31,10.68,33.11,35.8,,,,,-55.725,-37382.371,7734,126754,88,89,64.084,8.333,78.3784,75.6757,76.4706,79.4118,79.4118,False,39.0,58.0,187.0,203.0,448.0,487.0
design_7645,7645,27,55.48,34.74,87.83,24.11,17.03,89.6,,,,,-7.741,-216648.984,78612,249498,20,20,15.439,8.333,92.1171,90.3153,85.7307,85.2941,92.1171,True,50.0,100.0,426.0,654.0,1180.0,1230.0
design_7646,7646,21,35.56,20.19,53.54,0.0,9.86,60.4,,,,,-4.358,-20039.363,15959,149780,15,29,12.134,8.333,70.2703,70.2703,82.3529,79.4118,82.3529,False,40.0,49.0,271.0,213.0,533.0,573.0
design_7647,7647,30,47.43,31.46,73.86,0.0,10.27,72.0,,,,,-0.748,-43.535,213,288889,12,16,9.082,8.333,66.6667,79.2793,83.8235,82.3529,83.8235,False,59.0,91.0,376.0,329.0,796.0,855.0
design_7648,7648,21,18.68,14.82,28.94,0.0,29.32,35.2,,,,,0.082,0.0,0,107356,0,16,7.454,8.333,,,,,,,38.0,50.0,147.0,170.0,367.0,405.0
design_7649,7649,25,20.43,12.63,31.67,3.56,12.57,19.6,,,,,-0.109,-1.506,31,109046,0,19,0.912,8.333,72.0721,68.4685,76.4706,79.4118,79.4118,False,38.0,42.0,136.0,147.0,325.0,363.0
design_7650,7650,26,15.67,12.53,26.33,0.0,11.49,39.2,,,,,-1.352,-123.598,681,107968,7,13,9.066,8.333,75.6757,77.4775,69.1176,77.9412,77.9412,False,37.0,87.0,143.0,233.0,463.0,500.0
